activation,hidden_layers,width,seed,L2_rel,Linf
tanh,5,128,0,0.00011424407417040036,0.00021020960567028069
tanh,5,128,7,9.554400266735544e-05,0.0001341838859242328
tanh,5,128,103,0.0001341096321578961,0.00023465023962010445
tanh,5,128,42,0.00013204083542460638,0.00018281030957473243
