activation,hidden_layers,width,seed,L2_rel,Linf
GeLU,3,128,0,0.00010530624671154187,0.00016724420287456132
GeLU,3,128,7,9.159232634811799e-05,0.00016888324572084112
GeLU,3,128,103,0.00012082812036183664,0.00018091057988045556
GeLU,3,128,42,0.00010989506863675904,0.00016955232117348007
