x,t,u_fem,u_pinn,error
0.9797979797979799,0.11111111111111112,0.08756838448310798,0.08931185427913474,0.0017434697960267559
0.98989898989899,0.11111111111111112,0.04701709425250371,0.048155882643061795,0.0011387883905580876
1.0,0.11111111111111112,0.0,2.003819937751466e-16,2.003819937751466e-16
0.0,0.12121212121212122,0.0,0.0,0.0
0.010101010101010102,0.12121212121212122,0.04098577062715627,0.04406227617851019,0.003076505551353921
0.020202020202020204,0.12121212121212122,0.07669714053117643,0.08174485610479097,0.005047715573614539
0.030303030303030304,0.12121212121212122,0.10804646488158118,0.11405885272948696,0.006012387847905781
0.04040404040404041,0.12121212121212122,0.1357270944643263,0.14178979647677525,0.006062702012448962
0.05050505050505051,0.12121212121212122,0.16026625883446946,0.16560246950250218,0.00533621066803272
0.06060606060606061,0.12121212121212122,0.1820746756813636,0.1861660186672216,0.004091342985858004
0.07070707070707072,0.12121212121212122,0.20148446480843588,0.20402658936563683,0.0025421245572009588
0.08080808080808081,0.12121212121212122,0.21877201744529992,0.2196444439975983,0.0008724265522983832
0.09090909090909091,0.12121212121212122,0.23417231632891208,0.23343658133406653,0.0007357349948455549
0.10101010101010102,0.12121212121212122,0.2504452348774343,0.24571591844550905,0.004729316431925257
0.11111111111111112,0.12121212121212122,0.26236892089626795,0.25673391173355264,0.00563500916271531
0.12121212121212122,0.12121212121212122,0.2729581915523387,0.26675688265711045,0.006201308895228241
0.13131313131313133,0.12121212121212122,0.28233311430702535,0.2759556524840003,0.006377461823025066
0.14141414141414144,0.12121212121212122,0.2905943541261683,0.28437955549130456,0.0062147986348637385
0.15151515151515152,0.12121212121212122,0.29782841062099363,0.29207400225515034,0.005754408365843289
0.16161616161616163,0.12121212121212122,0.3040090940145984,0.2992516385644973,0.004757455450101089
0.17171717171717174,0.12121212121212122,0.3107696870872303,0.30678731183704977,0.003982375250180525
0.18181818181818182,0.12121212121212122,0.3198768674845611,0.31607984413085777,0.003797023353703355
0.19191919191919193,0.12121212121212122,0.3322646688084249,0.32862840273267824,0.003636266075746686
0.20202020202020204,0.12121212121212122,0.3490564499224637,0.3461618359096966,0.0028946140127670827
0.21212121212121213,0.12121212121212122,0.3715987448562704,0.3706546708980611,0.0009440739582093349
0.22222222222222224,0.12121212121212122,0.4013006521383367,0.40351374935743745,0.0022130972191007348
0.23232323232323235,0.12121212121212122,0.4392361917199748,0.44492147098359797,0.005685279263623166
0.24242424242424243,0.12121212121212122,0.4854866428009659,0.4937342693900216,0.008247626589055701
0.25252525252525254,0.12121212121212122,0.5384840998989648,0.5473706482451666,0.008886548346201728
0.26262626262626265,0.12121212121212122,0.5949680732862381,0.6023894277102831,0.0074213544240450124
0.27272727272727276,0.12121212121212122,0.6509785655405618,0.6558325468577625,0.004853981317200717
0.2828282828282829,0.12121212121212122,0.7033418201512015,0.7059255487729692,0.0025837286217677002
0.29292929292929293,0.12121212121212122,0.7505111849314414,0.7517949678308753,0.0012837828994338718
0.30303030303030304,0.12121212121212122,0.8000716209623968,0.7932885022235251,0.0067831187388717185
0.31313131313131315,0.12121212121212122,0.8359343333483068,0.8304570289811372,0.005477304367169644
