step,loss
348,54.187288529140915
349,56.5504840534873
350,52.57467554789545
351,60.20105856333914
352,56.45523623855657
353,60.21095443829571
354,52.72754477883439
355,57.276095379520505
356,54.74809938488078
357,55.34636751864722
358,57.33741015759497
359,52.382508001403366
360,51.33405018703458
361,56.34689486172084
362,51.535327859923584
363,59.71336476313357
364,64.54658431510362
365,56.35447996504345
366,63.26497587908048
367,54.00402620654285
368,53.4817105844797
369,56.59333269210112
370,48.30530819127688
371,51.53300879951856
372,44.52122544611611
373,48.512231585002354
374,56.27193084630806
375,44.78217397312758
376,53.30022015259029
377,48.38554907784188
378,57.71999203368488
379,50.824990410195205
380,52.8354473846785
381,52.28338949300243
382,53.96446877033775
383,51.68357803379421
384,53.80028644570684
385,49.614995173713055
386,56.075942355257524
387,50.13420723530827
388,53.306964109930114
389,57.79264235481735
390,50.11191978277159
391,54.00080764868438
392,48.08941829009811
393,46.62482096916872
394,49.3718543900052
395,49.76600172335075
396,50.22536188835363
397,44.99676124561132
398,49.53456073751892
399,48.189454566621926
400,47.68262427942921
401,46.20550269191148
402,47.388498360278824
403,48.46346422276143
404,44.93231256981463
405,53.111315955770515
406,52.77446101004928
407,52.6928846785118
408,48.01565666943108
409,48.05460917333379
410,51.0477999944383
411,53.7888035696405
412,47.08079706180039
413,47.90606280719627
414,44.58272707981081
415,45.681694291778065
416,50.617222496040455
417,48.95985374522068
418,47.90977327410143
419,47.05969507528927
420,45.92646403174152
421,52.507776287205274
422,48.59896984281188
423,48.61185675680161
424,47.03967570077306
425,45.58158135665889
426,50.983355353997354
427,49.13867149128415
428,46.62234503242335
429,49.97142849548465
430,45.05833333946854
431,44.7306838524149
432,40.09549616839144
433,46.356381403039904
434,43.97643981986956
435,47.584999896724895
436,43.625802597163
437,46.52306607114806
438,43.52214723098545
439,46.071422662465565
440,44.791210029195454
441,45.06312864999101
442,44.54157185252681
443,42.65181817214123
444,46.24086630281312
445,44.246601422279525
446,43.52878532530767
447,42.4763618563563
448,40.628884530203635
449,44.54801476670083
450,44.18116972555338
451,43.70120193176749
452,42.536787219544294
453,43.92701052977347
454,40.98671302517952
455,42.01565382312976
456,36.533197407514486
457,45.51255422718737
458,45.15724690521805
459,40.95359508424336
460,39.848387573018684
461,37.207974684419725
462,35.33000010616372
463,42.66225475593221
464,41.867751083201846
465,42.44532376274649
466,41.876903813319046
467,39.94647781240202
468,40.68397010160748
469,37.497701818913136
470,39.259592378981175
471,38.01953351707301
472,39.465129874175396
473,46.33064241117425
474,38.9461903081309
475,47.54057748206636
476,47.13735056396234
477,40.91835755087013
478,40.137178481154486
479,39.73746929899615
480,41.139673876157445
481,37.83450192872234
482,48.136734399693616
483,37.77436759541073
484,50.70543314337283
485,47.71659789967047
486,42.3871432839654
487,47.896178543354786
488,42.5324573237406
489,39.381901602801335
490,44.28668969840602
491,42.022766608469176
492,39.90948451821228
493,43.12166009576536
494,38.86520122807679
495,42.523758277439335
496,45.06784158597745
497,43.39761050972324
498,40.652686213113284
499,39.49126277290885
500,42.85276204510177
501,42.668011287536295
502,40.52048614064459
503,42.599158538477575
504,39.291564148343845
505,39.73102211455897
506,43.45357313926727
507,44.05275218608526
508,38.991404969297015
509,36.674137881902986
510,40.5803363252161
511,35.96180613625734
512,37.195043024627566
513,39.726916243302675
514,39.59453707823742
515,39.48996692257661
516,39.257762986746364
517,41.0205954412391
518,37.18166184368841
519,39.44805351631259
520,38.04627585278105
521,39.50030005302513
522,38.74267699694539
523,36.17191309028127
524,40.00727579493467
525,38.03992663234185
526,37.360944291695056
527,36.53658843562545
528,39.266512786463345
529,35.60042112626681
530,38.59939272843995
531,35.794579882022425
532,40.30944610434344
533,38.348719751347495
534,35.912842773344956
535,36.28434586816482
536,36.672394304022866
537,32.43485636738222
538,38.22914252446002
539,37.086795761073304
540,40.076694559484764
541,42.385964163905314
542,39.757336258328614
543,33.61972764107703
544,36.12382610444615
545,36.082889908349856
546,36.80148302564677
547,37.21124312052568
548,34.294268767848756
549,35.95143325706604
550,33.476731500214
551,35.19047578882146
552,41.73322914445821
553,42.11774440772645
554,31.869851820065847
555,38.156510942205394
556,40.31713913906977
557,39.00711341668326
558,37.40948524390345
559,36.757937378233684
560,35.46735214686348
561,32.08677178004808
562,36.64409754928927
563,34.25255777981072
564,29.0578646982768
565,29.414821752098906
566,33.24453928076603
567,39.93455852690872
568,31.57080145818969
569,36.679218858322415
570,35.611087457644174
571,35.35876700433174
572,32.609238156707804
573,33.23373425667406
574,33.682240661242595
575,36.7023233924526
576,33.782903967991494
577,29.162087303253617
578,35.56274334919145
579,31.80082417430151
580,32.478301961692615
581,32.767487689118646
582,35.657587503939624
583,34.77199528181039
584,34.66255748765775
585,34.91401923343771
586,35.34061576148989
587,31.08032841950082
588,33.1454663567513
589,30.418883833279388
590,32.68184737776869
591,27.568244891299642
592,38.33755863618878
593,35.48939406014636
594,36.75152693752991
595,32.65097114413844
596,31.45606735623557
597,33.79698406022964
598,27.6537030125198
599,28.199850417393336
600,29.433277902802896
601,25.442569999081158
602,31.018886846980124
603,29.63204718101469
604,28.43996037933757
605,25.860150479425734
606,25.071915551623047
607,29.003679126069347
608,31.097721054348334
609,27.720930970511322
610,28.773485342436786
611,33.37845693831782
612,29.059394553512817
613,27.293796462446057
614,34.11639847149535
615,27.155291802603532
616,28.86759608488599
617,30.177794548663726
618,29.803070022313907
619,28.089668589698604
620,29.851800005684673
621,31.33754153690764
622,27.767264650887324
623,30.01966153920391
624,27.418205511078526
625,35.259770331018174
626,30.28537906648547
627,37.710018970454676
628,32.52907043033729
629,29.028648831676183
630,33.27110300708852
631,29.949440382397526
632,26.953797539755037
633,31.366528829930978
634,31.396861350877234
635,28.726258447030602
636,28.449511382907403
637,33.88765392508826
638,30.275704086747396
639,31.5229579116686
640,30.34706987272439
641,30.101504988870843
642,28.109720176583412
643,30.35900660745116
644,25.76894517476661
645,29.751582955852022
646,31.05521036970705
647,28.292237451446788
648,28.74606608506318
649,27.387354711298432
650,34.75636240527056
651,26.13829876909469
652,29.702942256897842
653,28.27915448410039
654,26.686600090881633
655,28.38076703441409
656,27.70141511790965
657,24.933099188703977
658,31.451706580010708
659,25.913779285666568
660,25.518799441971634
661,26.00895548573087
662,31.448560272179787
663,24.906713540394467
664,26.57657491620114
665,26.636498659190018
666,27.825044849384305
667,28.12173162293413
668,29.8966592334066
669,25.1508674165409
670,24.721207688387427
671,27.106330148253424
672,25.0633966351321
673,29.598137543202334
674,26.313245077407842
675,24.987396203877545
676,24.907928820344186
677,25.921116570856334
678,26.463892948395188
679,26.816015139383186
680,26.854533806179862
681,25.175431236367235
682,24.660888133485635
683,25.999389676755996
684,19.03800993460202
685,27.689813709244824
686,24.753802734384294
687,25.64989669490349
688,26.252336496624785
689,22.750111863319088
690,28.091085147282833
691,27.65870626370448
692,25.89698784118853
693,26.20376465303849
694,32.0491596394213
695,27.137010212188123
696,27.32097973015706
697,26.568101910879797
698,25.451759096784198
699,25.683130558974835
700,24.82596072633357
701,23.512295891752856
702,26.09265560573595
703,23.57795229870629
704,23.81719381066818
705,23.05129600762802
706,23.686533815950604
707,28.551987407505447
708,23.45056942667846
709,21.926139230772595
710,26.868298613578478
711,25.71355186484055
712,26.185763317481705
713,23.358408301105495
714,25.928381530165915
715,21.220694564672684
716,22.068249367902286
717,26.239123592651147
718,25.99168199193689
719,20.925421213408985
720,19.71684911770653
721,21.62298952418633
722,23.06387655063073
723,21.85552380684364
724,25.456479974643834
725,24.1439197434298
726,22.81548744041837
727,23.50148655101667
728,25.515059418312983
729,23.693593481596974
730,26.6666247453644
731,25.01014334648255
732,28.7715784140829
733,23.377498801618824
734,25.562964358828683
735,26.662415641708805
736,23.8455734767127
737,23.353358322220156
738,22.171283014732523
739,24.268044838920243
740,21.49328375171025
741,26.39461982243558
742,21.20232862350081
743,21.460440463290904
744,24.156867403108578
745,23.76653176785933
746,23.11414987186495
747,23.89830141703764
748,21.446606275178517
749,24.00459192456483
750,26.647258105339795
751,24.07726518494569
752,23.965775448577354
753,23.21433021142352
754,25.92037516761319
755,22.052428456725387
756,23.83968445898469
757,25.305571394285806
758,25.23970966081318
759,20.49374382941518
760,21.077757108824095
761,22.647439656867068
762,24.36818480424672
763,25.691399948541235
764,21.109329201054784
765,22.84145160814519
766,25.584721362400845
767,24.6600349281964
768,22.53905116485478
769,22.95963327755807
770,23.499976170698424
771,20.722478277089483
772,25.959282514566578
773,24.650256363555023
774,21.572506225462366
775,25.019661433265576
776,21.672524153707666
777,19.482777619217945
778,22.940534531909687
779,17.674913904454712
780,19.93632860276087
781,23.578356740125333
782,23.4865128415218
783,22.484955336119835
784,18.494316043966986
785,17.76521172541389
786,21.602481358946747
787,20.672801716707458
788,21.862881141610767
789,19.69389706498281
790,19.45069515765578
791,20.85059895449088
792,18.385253812727992
793,22.30634728221169
794,20.097793849775478
795,19.875632920365483
796,25.32713910583497
797,23.42193301281299
798,19.382929064802457
799,22.634488599969547
800,22.707546661555202
801,19.961552830023418
802,18.775078705871714
803,22.77189732653922
804,22.691382012665702
805,19.38542863644586
806,20.595664270840878
807,21.669786307201093
808,23.282499625365954
809,19.15518958022107
810,20.653486409834294
811,19.3384286461227
812,19.379129570124647
813,19.366730859797748
814,19.838161986145273
815,22.173175457509906
816,19.432852998210873
817,19.729625543230267
818,22.426024085862153
819,21.06256338669968
820,20.356954924599236
821,21.041993238340112
822,19.42207176247108
823,18.535135535015154
824,19.883634183897318
825,18.057345095432733
826,20.197397651074308
827,18.58511320917718
828,20.759678955720965
829,21.386290587534102
830,17.735760834614073
831,17.311139414798923
832,22.463098407259544
833,20.061567010460237
834,17.202661095072816
835,19.134175828030006
836,19.053870920626366
837,20.057888471859826
838,19.56562229591037
839,18.91573957525259
840,18.85451529659385
841,16.813642571227724
842,20.42126823216897
843,19.210360828117704
844,19.23178974804449
845,18.993476029267402
846,17.904640131246605
847,18.892486833946254
848,20.08281625198542
849,18.518959466164286
850,21.896034803405094
851,18.252823712478705
852,17.77382730301898
853,20.749435147592514
854,20.515435172274692
855,16.866461624692136
856,19.814033605350822
857,20.79332082744277
858,21.652643542086686
859,17.76759441925936
860,18.882160883739594
861,19.7855753934721
862,18.527976554290767
863,17.71845055860618
864,21.157135397153407
865,21.214217406106354
866,19.578949877400884
867,18.08989314135229
868,18.096116943669216
869,16.869469793830245
870,18.612483057705813
871,17.68271830783448
872,18.255916866137536
873,18.226877960862303
874,18.03690124688887
875,16.90471775130471
876,15.572045397350974
877,15.73393632978207
878,17.782027595533794
879,18.89521447777141
880,16.857341695304463
881,17.502714651125178
882,18.371303030054943
883,20.502919098113573
884,15.875683312456028
885,18.371880350858763
886,21.78142648506704
887,18.451557841193953
888,18.7092424695171
889,16.036471317644025
890,15.954582093730863
891,19.096547738826143
892,15.10371392460153
893,15.440391470262266
894,18.549212090544273
895,17.766037857074203
896,18.35987501503067
897,16.227176457054025
898,20.91532432687562
899,17.96223819187683
900,17.25515648018779
901,18.57630311800047
902,22.221847651235855
903,18.221421448989055
904,18.353208759993898
905,16.064345231508995
906,14.641608756649815
907,18.15306756580183
908,18.624222853503557
909,16.25911569548701
910,16.615668096983942
911,15.749972079718995
912,16.123417182877294
913,15.851357789199486
914,15.314801622266149
915,16.222323656604697
916,17.242293114157793
917,17.894777280327162
918,16.674583156885056
919,15.039712213757316
920,17.93911718996342
921,18.00105435353657
922,16.39469885846697
923,15.532350311025002
924,16.384219119134187
925,15.215442484599137
926,14.834970164412912
927,15.693095557241342
928,16.85152139398089
929,15.925443590126616
930,17.02218418680774
931,17.449204890952995
932,14.746063932724276
933,16.314612776063043
934,13.787164510835115
935,16.771452307808982
936,18.14423464933354
937,14.65063790700804
938,14.615353959949287
939,16.715461371087045
940,17.66347944146009
941,16.466516518805737
942,17.247313814430907
943,16.606264254333894
944,20.67801840084457
945,17.390898995438594
946,18.386342449591893
947,16.873271785858805
948,17.28397827553847
949,17.252613228877767
950,15.461644334992714
951,15.662461776697706
952,14.6514419440555
953,11.755758488937639
954,14.811897410275426
955,15.786238595390385
956,19.345298685863305
957,13.949816456963855
958,18.55867736572775
959,15.836316688495822
960,16.04940481117418
961,16.51687982432056
962,14.82795567454515
963,15.862236143490433
964,14.322691307630846
965,16.795494440280216
966,15.377276081533223
967,13.707328367746468
968,14.735365635954219
969,14.693220997139258
970,14.025112958667195
971,16.38130682442044
972,14.548194576862631
973,17.17595677612118
974,16.523817482460984
975,14.429441333373042
976,18.602653658130976
977,17.688642916019326
978,14.884213277396599
979,18.819786415056086
980,16.655903561016594
981,15.481105877994956
982,16.3321587697754
983,14.568370108999057
984,13.744784401719278
985,18.676677255471617
986,17.50803570466429
987,17.362384177927396
988,16.60725035532707
989,16.497467448295314
990,14.571538368407461
991,16.651165371031176
992,16.32797959223621
993,17.379331888258164
994,17.637117685757005
995,14.574368781393483
996,14.816519830180045
997,16.297818889478418
998,17.085884686629736
999,14.795894856961807
1000,16.483999424859977
1001,17.350501864060092
1002,17.350349958939223
1003,14.119564871483574
1004,15.650813513635073
1005,17.50786951324283
1006,16.527677937719865
1007,16.232763970913226
1008,15.265336758701476
1009,15.94133682490696
1010,14.129475256346483
1011,13.719736358129381
1012,16.933744608193965
1013,15.856251393671494
1014,15.489156862313612
1015,15.69510863162639
1016,12.786166863269294
1017,18.037895371824956
1018,13.961997380842853
1019,17.11880124271377
1020,13.212188952713193
1021,14.097433248869427
1022,14.511413786777734
1023,13.442163825754175
1024,15.02770398846352
1025,13.821961560762492
1026,14.906989071109548
1027,15.967345896902215
1028,13.36428058030165
1029,14.679217119605797
1030,13.397191473826755
1031,13.74566798090582
1032,15.087783759956618
1033,13.166281360930995
1034,13.927868103774333
1035,13.026236324836633
1036,15.462503931179214
1037,14.641655381443405
1038,14.889630106862073
1039,14.741685108062073
1040,14.588323719763821
1041,13.772825083714052
1042,11.201026420832942
1043,14.343496602474024
1044,16.258056818083606
1045,15.85111781169058
1046,15.027683712526333
1047,13.69151617128025
1048,13.375063228851758
1049,13.95542356532669
1050,13.127944193050862
1051,15.096243225482118
1052,14.368157015142328
1053,13.529371137566724
1054,14.403144133916294
1055,11.218409340870897
1056,12.641091139601814
1057,12.670432734633405
1058,17.29015362270429
1059,12.295128343736632
1060,13.567449239818727
1061,13.75021261642938
1062,13.626930480913678
1063,13.634686971606323
1064,15.866519389821654
1065,15.389881616384683
1066,13.187680388551627
1067,15.89641514586269
1068,15.087206025065695
1069,15.34293747212572
1070,14.30931418763791
1071,14.697100790771833
1072,13.113597390269794
1073,12.363356290235894
1074,12.13523712401964
1075,12.933009572888684
1076,12.302977805144307
1077,12.60413832741763
1078,14.302127123712243
1079,14.411406503964104
1080,12.37607895577372
1081,14.491413020229162
1082,12.16042116777895
1083,15.42771719344427
1084,14.38411273559264
1085,12.453449073666603
1086,12.68281628871173
1087,15.189255909216786
1088,10.947682162070866
1089,14.454433752423101
1090,15.317797232100682
1091,12.576829104139637
1092,13.358404154360073
1093,12.950743600655521
1094,14.317512398221124
1095,14.774394921062113
1096,11.904401192282428
1097,11.88168351580877
1098,14.957514788639813
1099,13.245344586787128
1100,13.13683092596221
1101,14.290512177071122
1102,11.922921337042558
1103,12.36316803556454
1104,15.499405740419823
1105,13.913495089730517
1106,9.046325378379843
1107,12.99001907730969
1108,11.48687349606075
1109,10.605888432320418
1110,13.680818045824143
1111,16.22484441720081
1112,13.358742712740995
1113,16.12748339804929
1114,11.26131522826072
1115,11.075884858928957
1116,11.769698927587386
1117,14.363473943333021
1118,12.74180182265972
1119,12.322568236046273
1120,11.880089851852768
1121,10.95269230599179
1122,12.784417323977598
1123,10.168706044799157
1124,12.917855398580723
1125,12.671781617304967
1126,11.161118748484608
1127,12.339418370860955
1128,12.214776666603719
1129,14.216169354777579
1130,11.238580673279056
1131,10.839918363608096
1132,11.324966635888572
1133,12.54305804294365
1134,11.164420459440286
1135,13.79664765045796
1136,14.054282113353336
1137,12.356087598799366
1138,13.84874955076346
1139,11.228686845178146
1140,10.998007131494022
1141,13.173575490388007
1142,13.769781094376217
1143,13.626109951531358
1144,13.103365819075433
1145,11.323542996877304
1146,14.603599732043426
1147,11.669473824451085
1148,12.519793066551237
1149,12.38649751091991
1150,11.935310202738767
1151,11.021416147177312
1152,10.248592036948065
1153,13.321598015490844
1154,12.887790364845056
1155,13.354629294436943
1156,10.6018091498785
1157,10.482103694681252
1158,12.382712708761714
1159,13.076461115091355
1160,13.32079802458135
1161,12.886655678498174
1162,11.25006278823886
1163,15.389580785786878
1164,12.523895798899218
1165,12.459837430365742
1166,10.59185017659012
1167,12.080372955363336
1168,14.235286126297359
1169,12.77111460253758
1170,13.126153579150634
1171,11.47177844621361
1172,14.339711585938492
1173,10.518010817149035
1174,11.80575615024057
1175,13.67313700877821
1176,11.639144542464468
1177,14.00982996475964
1178,11.483579145318899
1179,14.516517552701275
1180,13.715873825909366
1181,12.555343555634867
1182,11.169586829716877
1183,12.44543559095189
1184,11.72338153613642
1185,10.052682297046083
1186,10.927553680675702
1187,10.219821854527796
1188,9.286755223742093
1189,11.259549191510425
1190,11.98941400657309
1191,12.30398831523536
1192,13.264382704159717
1193,12.446364952634255
1194,14.00978776233039
1195,12.338811636490929
1196,13.618878460412706
1197,10.942752618036048
1198,11.095900209046773
1199,10.266624496346576
1200,14.091880622113308
1201,10.166434964530211
1202,11.91753665354956
1203,12.652584713312626
1204,10.623997420889218
1205,11.37957127071882
1206,13.199475076259713
1207,10.57391652566494
1208,11.541620241209484
1209,10.080937729265344
1210,11.15451124923196
1211,12.366630151751174
1212,13.835206178085226
1213,11.72206126967259
1214,11.368444558390191
1215,10.267799445283405
1216,12.841469803237432
1217,12.738052955048037
1218,15.089642477427374
1219,10.294405121953742
1220,14.256534420644543
1221,11.53700309804297
1222,13.228480184231612
1223,11.113003771657
1224,12.712041890289967
1225,13.57959615795938
1226,10.361363181096541
1227,11.394084079620747
1228,11.06646256219486
1229,13.004045674920103
1230,11.91947696362748
1231,11.73652296281008
1232,15.477647094477307
1233,10.586504244529152
1234,12.168269300323308
1235,10.454747217252585
1236,11.535891968196635
1237,10.792376235701909
1238,9.763398517467778
1239,14.075463383698649
1240,13.200580830944029
1241,10.812102006779762
1242,13.19087714003547
1243,10.384892935885993
1244,12.180150219930754
1245,9.316621593460697
1246,13.539762813659918
1247,13.392972577532735
1248,9.899337684018914
1249,11.62597545979643
1250,12.735787310551547
1251,8.74578934355857
1252,12.736551612205215
1253,9.932509143185328
1254,11.951251017334343
1255,11.316864553146653
1256,11.440753605304327
1257,11.734949552782185
1258,13.568280032522038
1259,9.60877718908474
1260,10.992513410720079
1261,10.152970544904713
1262,11.688317132792701
1263,13.549946083988027
1264,10.254456399278194
1265,11.939704552130637
1266,11.479162767332685
1267,12.515273393595649
1268,10.236752533247474
1269,11.462523494051169
1270,10.647471506749845
1271,11.392500078207116
1272,10.793825375237374
1273,10.38876442652318
1274,10.480878256153563
1275,9.91230427174641
1276,11.886124520344111
1277,12.14513086055903
1278,11.660443557718677
1279,12.591920118486893
1280,9.094074598389922
1281,9.758242446086344
1282,12.562132372602225
1283,12.00674068663458
1284,10.315938900309996
1285,14.81036353813226
1286,8.469337296087378
1287,11.131885168642501
1288,13.666466587826621
1289,10.210727464270228
1290,11.864065220725234
1291,8.351987634889078
1292,12.683092817167926
1293,12.088301742097494
1294,11.135513039010648
1295,11.009075801524913
1296,10.299086056444686
1297,11.795966954550487
1298,12.33415694579754
1299,9.604935481106564
1300,9.509149454655606
1301,9.09611626993677
1302,8.921798714625258
1303,12.219927117322486
1304,10.122473423875604
1305,9.950588636528863
1306,10.40273120467275
1307,11.801605900772014
1308,11.121533253651833
1309,10.681893446790406
1310,9.538303241949128
1311,10.704951794628348
1312,9.196172543650928
1313,12.701945293438733
1314,11.502678163178892
1315,8.908272807824332
1316,10.706966923427943
1317,10.0275648930227
1318,11.291552457395566
1319,10.346690295849978
1320,12.0483527043979
1321,8.305951904704557
1322,9.22914790396656
1323,12.369569167347244
1324,10.889651113787806
1325,11.889671160039185
1326,8.68435332860111
1327,10.564273272722476
1328,10.044292095880936
1329,9.793633039037397
1330,11.246291578279697
1331,8.966611040377977
1332,8.491130261560965
1333,7.811225669274829
1334,8.673842647980123
1335,9.874852391484863
1336,9.158409793787065
1337,9.130250390960006
1338,9.607747036002324
1339,9.185236694385125
1340,10.59192398284732
1341,10.281709100188772
1342,8.345287152585595
1343,11.188810095299367
1344,9.887165848968717
1345,10.67393887931731
1346,9.527983512113456
1347,10.593061983939352
1348,9.530096095645353
1349,8.717474635036353
1350,10.598244975778394
1351,12.235593945163627
1352,10.649265588246159
1353,11.540024064884008
1354,10.476848947975025
1355,8.975705420826236
1356,12.215393943930634
1357,9.723287482531248
1358,8.282946954212196
1359,10.859138266114295
1360,9.487408911393258
1361,9.106962177401892
