activation,hidden_layers,width,seed,L2_rel,Linf
sine,2,32,0,0.002057390334423573,0.0020531174727935753
sine,2,32,7,0.002197522132618896,0.0023776889781133015
sine,2,32,103,0.0015180135105459696,0.001612737967322142
sine,2,32,42,0.002805754967207497,0.0033136036686465253
