activation,hidden_layers,width,seed,L2_rel,Linf
SiLU,2,128,0,0.0015499332221224904,0.0022510290145874023
SiLU,2,128,7,0.004336495418101549,0.005905628204345703
SiLU,2,128,103,0.004183937329798937,0.0074884891510009766
SiLU,2,128,42,0.003915305715054274,0.005015373229980469
