activation,hidden_layers,width,seed,L2_rel,Linf
tanh,3,64,0,0.024136943742632866,0.04203903675079346
tanh,3,64,7,0.004941391292959452,0.007964372634887695
tanh,3,64,103,0.020350757986307144,0.029142379760742188
tanh,3,64,42,0.006516050547361374,0.011991739273071289
