activation,hidden_layers,width,seed,L2_rel,Linf
GeLU,2,64,0,0.000776890548877418,0.0010200738906860352
GeLU,2,64,7,0.0006870992947369814,0.001202225685119629
GeLU,2,64,103,0.011660344898700714,0.016255855560302734
GeLU,2,64,42,0.003970272373408079,0.007359862327575684
