activation,hidden_layers,width,seed,L2_rel,Linf
GeLU,4,128,0,0.00018309753795620054,0.00032210350036621094
GeLU,4,128,7,0.0001889419072540477,0.0003476440906524658
GeLU,4,128,103,0.00016405920905526727,0.0002123117446899414
GeLU,4,128,42,0.00017908806330524385,0.0003669261932373047
