activation,hidden_layers,width,seed,L2_rel,Linf
sine,3,128,0,0.0028874697163701057,0.0038181543350219727
sine,3,128,7,0.004053953569382429,0.007618904113769531
sine,3,128,103,0.005185057409107685,0.006454825401306152
sine,3,128,42,0.004907666705548763,0.005037754774093628
