activation,hidden_layers,width,seed,L2_rel,Linf
SiLU,3,128,0,0.00030294712632894516,0.00045621395111083984
SiLU,3,128,7,0.004274904262274504,0.00628352165222168
SiLU,3,128,103,0.00019810177036561072,0.0003447532653808594
SiLU,3,128,42,0.005151991732418537,0.008656501770019531
