activation,hidden_layers,width,seed,L2_rel,Linf
ReLU,2,32,0,0.6842513680458069,0.7224730253219604
ReLU,2,32,7,0.6532482504844666,0.678890585899353
ReLU,2,32,103,0.6439793705940247,0.6652110815048218
ReLU,2,32,42,0.6800695061683655,0.7315007448196411
