activation,hidden_layers,width,seed,L2_rel,Linf
tanh,4,32,0,0.00010426929416142296,0.0001897001421701794
tanh,4,32,7,0.00011553260916303106,0.0002281388206915036
tanh,4,32,103,0.00010845924361372134,0.00017518116202808187
tanh,4,32,42,0.00020244779427340662,0.0003010732339978617
