activation,hidden_layers,width,seed,L2_rel,Linf
GeLU,4,64,0,1.0001033544540405,0.9995911717414856
GeLU,4,64,7,0.9976573586463928,0.9971461296081543
GeLU,4,64,103,0.995694637298584,0.9951841831207275
GeLU,4,64,42,0.9959747791290283,0.9954609274864197
