activation,hidden_layers,width,seed,L2_rel,Linf
SiLU,4,128,0,0.999957263469696,0.9994446635246277
SiLU,4,128,7,1.000674843788147,1.0001640319824219
SiLU,4,128,103,1.0016505718231201,1.0011377334594727
SiLU,4,128,42,459.14276123046875,485.0906982421875
