activation,hidden_layers,width,seed,L2_rel,Linf
sine,3,64,0,6.642294424831819e-05,0.00011052813401690731
sine,3,64,7,0.00010313042992111775,0.0001603478071339759
sine,3,64,103,0.0001275076923270442,0.00014906082553245437
sine,3,64,42,0.00012496196230258808,0.0001958074930379361
