step,L2_loss,H1_loss,H2_loss,max_cond_L2,max_cond_H1,max_cond_H2
39,2.9194685190718266,23.61297485309385,842.4482813394318,1113.8430909879385,19163.48475703567,5281.640054923897
40,2.7494793529560853,19.941472692789755,810.7245158140709,1113.8430909879385,19163.48475703567,5281.640054923897
41,2.4366989106358803,15.421485693624613,771.4591188500427,1113.8430909879385,19163.48475703567,5281.640054923897
42,2.1601315049324112,14.943913464506835,723.3147969957213,1113.8430909879385,19163.48475703567,5281.640054923897
43,2.0505905120233185,15.535918621760654,799.8591759730452,1113.8430909879385,19163.48475703567,5281.640054923897
44,1.8286463693905335,14.66197306066245,715.0150643927087,1113.8430909879385,19163.48475703567,5281.640054923897
45,1.7073323851581277,10.894971747778548,764.202151949636,1113.8430909879385,19163.48475703567,5281.640054923897
46,1.9569211950584458,16.043732923578233,744.556263091149,1113.8430909879385,19163.48475703567,5281.640054923897
47,1.587423913410661,9.949789164356389,628.7037678465487,1113.8430909879385,19163.48475703567,5281.640054923897
48,1.6484099160275936,40.09472111398959,634.7911103025392,1113.8430909879385,19163.48475703567,5281.640054923897
49,1.462317838902819,52.912531341023545,650.315922394112,1113.8430909879385,19163.48475703567,5281.640054923897
50,1.3309837905493465,14.975608962757939,583.1640424882131,1113.8430909879385,19163.48475703567,5281.640054923897
51,1.264540246212,39.99131544074373,665.9362181108056,1113.8430909879385,19163.48475703567,5281.640054923897
52,1.2649871750461292,74.97348164927222,603.4207766366139,1113.8430909879385,19163.48475703567,5281.640054923897
53,1.1905678401267759,42.20659913301093,599.9231836529118,1113.8430909879385,19163.48475703567,5281.640054923897
54,0.9445875750114112,6.2513817351254275,597.9156634712679,1113.8430909879385,19163.48475703567,5281.640054923897
55,0.8399640189243975,11.184592927012716,515.6138140467677,1113.8430909879385,19163.48475703567,5281.640054923897
56,0.9944387406086405,4.56807536514329,484.7019891552281,1113.8430909879385,19163.48475703567,5281.640054923897
57,0.893919941640318,6.659875287083441,524.5800749288678,1113.8430909879385,19163.48475703567,5281.640054923897
58,0.8240661780815549,4.323090771144734,469.6121939829585,1113.8430909879385,19163.48475703567,5281.640054923897
59,0.712952654222246,12.56279785527449,554.6686183346443,1113.8430909879385,19163.48475703567,5281.640054923897
60,0.8818076356573137,7.021392934661777,562.8203879474745,1113.8430909879385,19163.48475703567,5281.640054923897
61,0.6711713129576641,17.179779042754635,409.3568140985881,1113.8430909879385,19163.48475703567,5281.640054923897
62,0.956056956185382,20.369206998941863,428.91371338158643,1113.8430909879385,19163.48475703567,5281.640054923897
63,0.8220847280434651,9.828523790455398,396.4216518062804,1113.8430909879385,19163.48475703567,5281.640054923897
64,0.6117382974510235,9.915670553022649,374.8560607160376,1113.8430909879385,19163.48475703567,5281.640054923897
65,0.5286349838882262,11.045843937888128,352.0416066449774,1113.8430909879385,19163.48475703567,5281.640054923897
66,0.8580169906691625,7.629537522430011,396.69936984051867,1113.8430909879385,19163.48475703567,5281.640054923897
67,0.7014042159134912,5.517976709525014,322.0917818305426,1113.8430909879385,19163.48475703567,5281.640054923897
68,0.5575536972836764,5.164354948319898,430.1803294361412,1113.8430909879385,19163.48475703567,5281.640054923897
69,0.5005507100396224,6.552326476021875,389.56068385627145,1113.8430909879385,19163.48475703567,5281.640054923897
70,0.6667966947362289,8.683111192585217,375.6088790275827,1113.8430909879385,19163.48475703567,5281.640054923897
71,0.6329690379368614,3.0830614265634537,368.20406503667334,1113.8430909879385,19163.48475703567,5281.640054923897
72,0.5016129070422626,17.74119611202664,302.98518981081355,1113.8430909879385,19163.48475703567,5281.640054923897
73,0.5255580994969877,21.49357090785702,285.7837013697632,1113.8430909879385,19163.48475703567,5281.640054923897
74,0.4878859651364189,7.725099780596548,357.2445041053779,1113.8430909879385,19163.48475703567,5281.640054923897
75,0.43065555399634775,7.431762498418997,318.64723004582083,1113.8430909879385,19163.48475703567,5281.640054923897
76,0.49452351186669685,12.782810567809976,308.8882670729052,1113.8430909879385,19163.48475703567,5281.640054923897
77,0.45660008296141746,8.704584019628353,302.1002261421046,1113.8430909879385,19163.48475703567,5281.640054923897
78,0.4797035972602707,3.527270257106953,241.43456372946343,1113.8430909879385,19163.48475703567,5281.640054923897
79,0.3539123454975024,5.869682773555715,259.3838827092469,1113.8430909879385,19163.48475703567,5281.640054923897
80,0.5285982814650866,2.105502226017353,253.1947433501698,1113.8430909879385,19163.48475703567,5281.640054923897
81,0.46843671606126913,13.999562371242341,198.21627569395793,1113.8430909879385,19163.48475703567,5281.640054923897
82,0.3892134890963177,15.082600898769112,349.4080703249628,1113.8430909879385,19163.48475703567,5281.640054923897
83,0.3107404172791957,7.628237768015885,308.3663558947709,1113.8430909879385,19163.48475703567,5281.640054923897
84,0.5475966103671331,5.4612830070604375,212.03710960417882,1113.8430909879385,19163.48475703567,5281.640054923897
85,0.42796009413301045,11.689859810196792,203.28163572381843,1113.8430909879385,19163.48475703567,5281.640054923897
86,0.40806595099536014,10.555326432087563,253.64045760293618,1113.8430909879385,19163.48475703567,5281.640054923897
87,0.2903515854216272,3.3585979404299655,203.66520804345177,1113.8430909879385,19163.48475703567,5281.640054923897
88,0.514441946591966,4.526270870449325,255.29959759148537,1113.8430909879385,19163.48475703567,5281.640054923897
89,0.43852076759353253,5.46603774381389,250.65238444130475,1113.8430909879385,19163.48475703567,5281.640054923897
90,0.304075475315133,1.624796935256931,170.3653574813354,1113.8430909879385,19163.48475703567,5281.640054923897
91,0.2740689905264441,3.5300380845293766,151.42909352208912,1113.8430909879385,19163.48475703567,5281.640054923897
92,0.5127744814162756,4.197898901965511,291.5184550672582,1113.8430909879385,19163.48475703567,5281.640054923897
93,0.46099127474229035,1.403629652075624,261.2838271834985,1113.8430909879385,19163.48475703567,5281.640054923897
94,0.28114138648228276,14.792275173797666,147.62680240382673,1113.8430909879385,19163.48475703567,5281.640054923897
95,0.2511505497221482,17.04665863151672,167.0177291520733,1113.8430909879385,19163.48475703567,5281.640054923897
96,0.4412853167572265,14.131360421163244,155.2280894170125,1113.8430909879385,19163.48475703567,5281.640054923897
97,0.37799121147962284,11.210222564761331,122.20713226974802,1113.8430909879385,19163.48475703567,5281.640054923897
98,0.3033105418525053,8.61299257805339,229.48400609715486,1113.8430909879385,19163.48475703567,5281.640054923897
99,0.29655624572155437,6.6883885574095965,192.1034965695167,1113.8430909879385,19163.48475703567,5281.640054923897
100,0.3641790383134234,4.768498966784614,165.58182607742384,1113.8430909879385,19163.48475703567,5281.640054923897
101,0.33996581875718374,5.541616354479472,165.95388186948574,1113.8430909879385,19163.48475703567,5281.640054923897
102,0.3424614133584068,11.06022787900659,144.07809934999966,1113.8430909879385,19163.48475703567,5281.640054923897
103,0.33849416142313793,7.231342518730282,123.73071578250818,1113.8430909879385,19163.48475703567,5281.640054923897
104,0.31364085856223967,9.704095158682435,186.1734095346998,1113.8430909879385,19163.48475703567,5281.640054923897
105,0.2449559429718001,10.191844724972064,184.1741750354631,1113.8430909879385,19163.48475703567,5281.640054923897
106,0.38081145787376475,2.4185290222523914,127.64838944617975,1113.8430909879385,19163.48475703567,5281.640054923897
107,0.3286180067501623,3.020246157267358,150.8153798658666,1113.8430909879385,19163.48475703567,5281.640054923897
108,0.30958423324442785,6.1576112573764865,118.99529653770321,1113.8430909879385,19163.48475703567,5281.640054923897
109,0.23236781777607174,1.753631994253509,126.04027738658561,1113.8430909879385,19163.48475703567,5281.640054923897
110,0.37212185170115347,15.637561691979084,87.07129811325409,1113.8430909879385,19163.48475703567,5281.640054923897
111,0.32205096895922514,21.085231759884373,187.31115412227052,1113.8430909879385,19163.48475703567,5281.640054923897
112,0.27059233418298584,4.294107453653094,96.2702303857667,1113.8430909879385,19163.48475703567,5281.640054923897
113,0.21758835689819617,24.712921239687685,262.5188284779228,1113.8430909879385,19163.48475703567,5281.640054923897
114,0.34365151576079456,43.700412307974695,258.0630909427579,1113.8430909879385,19163.48475703567,5281.640054923897
115,0.32362134235581014,21.520034694228755,69.67810032498741,1113.8430909879385,19163.48475703567,5281.640054923897
116,0.26975487189382413,7.608410696127635,227.72243770548684,1113.8430909879385,19163.48475703567,5281.640054923897
117,0.2201009383139922,14.501942497209633,113.13582044675364,1113.8430909879385,19163.48475703567,5281.640054923897
118,0.35286037381505275,6.485831536394209,332.79533914154007,1113.8430909879385,19163.48475703567,5281.640054923897
119,0.2952191916692589,14.597763216773293,413.78083127736676,1113.8430909879385,19163.48475703567,5281.640054923897
120,0.27826639443203355,20.597970082486764,128.8063777363393,1113.8430909879385,19163.48475703567,5281.640054923897
121,0.25949178142664775,3.750173328040572,245.23786657680807,1113.8430909879385,19163.48475703567,5281.640054923897
122,0.3053913586130521,17.532025401993337,318.73246131106964,1113.8430909879385,19163.48475703567,5281.640054923897
123,0.24294912618671957,34.94853158039642,181.461956879988,1113.8430909879385,19163.48475703567,5281.640054923897
124,0.2920687339435872,17.705789876346188,156.95462306590426,1113.8430909879385,19163.48475703567,5281.640054923897
125,0.2375386097844429,8.183889901575423,210.0645128362771,1113.8430909879385,19163.48475703567,5281.640054923897
126,0.31481825641623584,12.320562399489079,81.49057431864463,1113.8430909879385,19163.48475703567,5281.640054923897
127,0.2444064772308459,4.428486564402584,193.43050311370502,1113.8430909879385,19163.48475703567,5281.640054923897
128,0.31288545521647293,14.518924232213259,173.82584405390176,1113.8430909879385,19163.48475703567,5281.640054923897
129,0.2455947356163054,22.65943068174571,119.64978446422072,1113.8430909879385,19163.48475703567,5281.640054923897
130,0.29840829649186695,5.258340981265056,164.19979252859525,1113.8430909879385,19163.48475703567,5281.640054923897
131,0.2349277112834248,13.819227775372129,98.10682473162682,1113.8430909879385,19163.48475703567,5281.640054923897
132,0.2933536240536802,27.768174643119007,173.49359762624871,1113.8430909879385,19163.48475703567,5281.640054923897
133,0.23821289338443716,13.537871753731151,189.6747758874759,1113.8430909879385,19163.48475703567,5281.640054923897
134,0.32459997022723186,6.474425691415186,92.32774191541266,1113.8430909879385,19163.48475703567,5281.640054923897
135,0.23184210421940374,12.009087630164672,140.23126946177283,1113.8430909879385,19163.48475703567,5281.640054923897
136,0.32040120720734594,3.3495275272202862,103.18884459065163,1113.8430909879385,19163.48475703567,5281.640054923897
137,0.23520833022248344,14.724785659398485,124.4042432282074,1113.8430909879385,19163.48475703567,5281.640054923897
138,0.27756658975149373,23.88369683639026,115.71197611002826,1113.8430909879385,19163.48475703567,5281.640054923897
139,0.18584237879561324,8.084805341983653,142.92017638780422,1113.8430909879385,19163.48475703567,5281.640054923897
140,0.33736887302903895,7.063348806783675,141.45963768718383,1113.8430909879385,19163.48475703567,5281.640054923897
141,0.26138999143475167,16.36398808063508,146.714236240701,1113.8430909879385,19163.48475703567,5281.640054923897
142,0.28510133900391355,4.786581453190542,105.95887420721259,1113.8430909879385,19163.48475703567,5281.640054923897
143,0.23090346845501464,9.752684838938096,212.02541867347827,1113.8430909879385,19163.48475703567,5281.640054923897
144,0.26766863018908355,18.131525175937963,160.55974025442347,1113.8430909879385,19163.48475703567,5281.640054923897
145,0.2041368397244206,5.225948812899334,118.4054148225492,1113.8430909879385,19163.48475703567,5281.640054923897
146,0.31185763319698473,9.905444080285633,109.04957755239899,1113.8430909879385,19163.48475703567,5281.640054923897
147,0.2653658743626386,19.22621488585489,107.84548159641163,1113.8430909879385,19163.48475703567,5281.640054923897
148,0.23425084487784908,6.863149968002501,79.62976251936124,1113.8430909879385,19163.48475703567,5281.640054923897
149,0.1906701575869022,6.150951697055209,152.96903307213682,1113.8430909879385,19163.48475703567,5281.640054923897
150,0.32131427794523487,13.39292696354986,138.10477871023247,1113.8430909879385,19163.48475703567,5281.640054923897
151,0.27440479166893345,3.348505445480128,108.77366650801468,1113.8430909879385,19163.48475703567,5281.640054923897
152,0.2110316739865412,11.072253409066036,94.7905054960319,1113.8430909879385,19163.48475703567,5281.640054923897
153,0.1836089130785781,20.93865454478041,140.7325528457592,1113.8430909879385,19163.48475703567,5281.640054923897
154,0.3277086452493532,7.427523781732541,100.11131887449606,1113.8430909879385,19163.48475703567,5281.640054923897
155,0.2926763434708134,5.598423037111203,120.45153225884896,1113.8430909879385,19163.48475703567,5281.640054923897
156,0.18294897363023427,12.054024619274866,102.06295124960928,1113.8430909879385,19163.48475703567,5281.640054923897
157,0.1596108038043015,2.804885126860176,102.2482421425669,1113.8430909879385,19163.48475703567,5281.640054923897
158,0.31409640182222043,11.16611591808903,78.63704620861192,1113.8430909879385,19163.48475703567,5281.640054923897
159,0.26845096283896563,20.129574507470874,129.04434542569973,1113.8430909879385,19163.48475703567,5281.640054923897
160,0.18791541947231663,7.02276106972354,109.73971053914582,1113.8430909879385,19163.48475703567,5281.640054923897
161,0.16628012832199343,5.255547826666191,89.22155339698242,1113.8430909879385,19163.48475703567,5281.640054923897
162,0.2907401289452376,12.369133020836665,74.82400034103746,1113.8430909879385,19163.48475703567,5281.640054923897
163,0.266356013854474,2.9284827401228934,114.35392273151176,1113.8430909879385,19163.48475703567,5281.640054923897
164,0.19509598342369744,9.940759174988255,98.79202418185335,1113.8430909879385,19163.48475703567,5281.640054923897
165,0.16462219661410327,17.58285317912987,93.31249477196079,1113.8430909879385,19163.48475703567,5281.640054923897
166,0.2870201463872269,6.077603326107282,79.53962688078231,1113.8430909879385,19163.48475703567,5281.640054923897
167,0.2355269514911593,5.452021017626064,96.55349162564173,1113.8430909879385,19163.48475703567,5281.640054923897
168,0.22108641851629507,12.55890120722174,76.34097555098289,1113.8430909879385,19163.48475703567,5281.640054923897
169,0.2064562630337351,3.197611497831263,98.89411521831912,1113.8430909879385,19163.48475703567,5281.640054923897
170,0.2320980922239644,8.218822470426392,84.84215188217703,1113.8430909879385,19163.48475703567,5281.640054923897
171,0.19307006453986492,16.442101403570657,78.53872603766509,1113.8430909879385,19163.48475703567,5281.640054923897
172,0.2502016831825364,5.321334094204564,63.99669888437413,1113.8430909879385,19163.48475703567,5281.640054923897
173,0.24908812937916466,6.099161623453569,109.5934622806674,1113.8430909879385,19163.48475703567,5281.640054923897
174,0.1948490610131334,12.900569807503086,94.51545012419787,1113.8430909879385,19163.48475703567,5281.640054923897
175,0.1686345925501376,3.553502108675422,66.54136686000544,1113.8430909879385,19163.48475703567,5281.640054923897
176,0.2654703502389753,7.515942625536624,55.81387501088473,1113.8430909879385,19163.48475703567,5281.640054923897
177,0.22012880941711266,14.189847847265014,106.71134797589416,1113.8430909879385,19163.48475703567,5281.640054923897
178,0.21474044820147553,4.355988647385155,87.22499346854937,1113.8430909879385,19163.48475703567,5281.640054923897
179,0.19743616735146333,6.46688123600096,70.18497608394621,1113.8430909879385,19163.48475703567,5281.640054923897
180,0.21787574320626718,13.54196926697462,59.75265788900999,1113.8430909879385,19163.48475703567,5281.640054923897
181,0.180701994517745,4.027709531230084,94.10829220710835,1113.8430909879385,19163.48475703567,5281.640054923897
182,0.2535727793554953,6.179244419156146,74.69201126526254,1113.8430909879385,19163.48475703567,5281.640054923897
183,0.2273279496111785,12.523823842690826,75.4505132069264,1113.8430909879385,19163.48475703567,5281.640054923897
184,0.1885078538522857,3.674437248006618,65.10967378205645,1113.8430909879385,19163.48475703567,5281.640054923897
185,0.16735696358225863,6.684509866409456,80.53868252078581,1113.8430909879385,19163.48475703567,5281.640054923897
186,0.2618198298023016,14.157739760422682,62.66036185148355,1113.8430909879385,19163.48475703567,5281.640054923897
187,0.22580673826753517,4.178441802597149,84.0562651407431,1113.8430909879385,19163.48475703567,5281.640054923897
188,0.18558454563546414,5.858449505887012,71.82547760155978,1113.8430909879385,19163.48475703567,5281.640054923897
189,0.15490129589770776,11.72295549479098,72.80003344436096,1113.8430909879385,19163.48475703567,5281.640054923897
190,0.23987310825423683,3.1115081125210846,62.028765386351914,1113.8430909879385,19163.48475703567,5281.640054923897
191,0.2079662103842347,6.9179443653364165,66.14038977946522,1113.8430909879385,19163.48475703567,5281.640054923897
192,0.21171372659989732,14.187149583116675,58.94092588113129,1113.8430909879385,19163.48475703567,5281.640054923897
193,0.1626883939959257,4.51804426999771,77.62588231045837,1113.8430909879385,19163.48475703567,5281.640054923897
194,0.2246976203913734,5.034425576150952,64.7924400988074,1113.8430909879385,19163.48475703567,5281.640054923897
195,0.18409079503096373,10.473627239003568,71.07757138072606,1113.8430909879385,19163.48475703567,5281.640054923897
196,0.2197422866109031,2.7266124772499776,62.84686137795576,1113.8430909879385,19163.48475703567,5281.640054923897
197,0.18089262376636114,7.3934877874279845,63.9364178812977,1113.8430909879385,19163.48475703567,5281.640054923897
198,0.1962914606263242,14.614678713026201,51.87632098173523,1113.8430909879385,19163.48475703567,5281.640054923897
199,0.15018848030348975,4.789709754267105,71.84485549552473,1113.8430909879385,19163.48475703567,5281.640054923897
200,0.2604916758362594,4.485486794989623,65.11103100266162,1113.8430909879385,19163.48475703567,5281.640054923897
201,0.22160034699365433,9.88904326496976,64.66911587170706,1113.8430909879385,19163.48475703567,5281.640054923897
202,0.16291404494950992,2.3761934723332567,55.75313813850329,1113.8430909879385,19163.48475703567,5281.640054923897
203,0.12033153712104784,7.890235006512482,59.84712467245642,1113.8430909879385,19163.48475703567,5281.640054923897
204,0.2862937784700479,14.937115187154104,45.81256200111516,1113.8430909879385,19163.48475703567,5281.640054923897
205,0.25663685577261636,5.295879025023282,84.40151144539949,1113.8430909879385,19163.48475703567,5281.640054923897
206,0.13564202462522726,3.914801936016878,69.59476144456454,1113.8430909879385,19163.48475703567,5281.640054923897
207,0.10008191059615389,8.56683842131067,53.86191935101045,1113.8430909879385,19163.48475703567,5281.640054923897
208,0.2949327367885498,2.2288015448639125,52.27395223854431,1113.8430909879385,19163.48475703567,5281.640054923897
209,0.2615078697866868,7.935477524652507,62.50444570844484,1113.8430909879385,19163.48475703567,5281.640054923897
210,0.1353086692683338,14.90483638564757,42.85515672208942,1113.8430909879385,19163.48475703567,5281.640054923897
211,0.11230580315397831,4.955938088028508,89.69534061891157,1113.8430909879385,19163.48475703567,5281.640054923897
212,0.2626692731630356,3.6624809545488555,81.88629354221764,1113.8430909879385,19163.48475703567,5281.640054923897
213,0.22075751570743735,8.214418996661864,38.283368695584116,1113.8430909879385,19163.48475703567,5281.640054923897
214,0.1566040398002044,1.8957112430088217,43.28084399281623,1113.8430909879385,19163.48475703567,5281.640054923897
215,0.1507482734193468,8.013397080291261,56.73071621617843,1113.8430909879385,19163.48475703567,5281.640054923897
216,0.20232681240630884,14.695535771274628,37.27269943853502,1113.8430909879385,19163.48475703567,5281.640054923897
217,0.1516859908229419,5.27364097708808,119.87265272084892,1113.8430909879385,19163.48475703567,5281.640054923897
218,0.24380665614706518,3.266191766209184,124.8062076959617,1113.8430909879385,19163.48475703567,5281.640054923897
219,0.20630999762447594,7.223505165629456,19.171513356145795,1113.8430909879385,19163.48475703567,5281.640054923897
220,0.1393983385262919,1.5835204576193125,42.80313002975594,1113.8430909879385,19163.48475703567,5281.640054923897
221,0.10738916655440958,8.004201300234332,31.1760809273464,1113.8430909879385,19163.48475703567,5281.640054923897
222,0.2685398866189219,14.857882057869322,18.814276329734927,1113.8430909879385,19163.48475703567,5281.640054923897
223,0.2172195023415787,5.844447414577482,75.58140233947277,1113.8430909879385,19163.48475703567,5281.640054923897
224,0.1394630810093936,2.757369025199179,27.99521165205689,1113.8430909879385,19163.48475703567,5281.640054923897
225,0.11494354878223093,6.584705999618771,199.16032405098187,1113.8430909879385,19163.48475703567,5281.640054923897
226,0.22726283828944582,1.276733996475524,236.74815066671874,1113.8430909879385,19163.48475703567,5281.640054923897
227,0.19275841796119192,8.861101356045388,33.381090812932236,1113.8430909879385,19163.48475703567,5281.640054923897
228,0.1681068894878492,15.417348942657862,239.0317522095945,1113.8430909879385,19163.48475703567,5281.640054923897
229,0.172826172839839,5.855431897816657,367.8471552048271,1113.8430909879385,19163.48475703567,5281.640054923897
230,0.16755869012373573,2.53212544932093,101.42115076219746,1113.8430909879385,19163.48475703567,5281.640054923897
231,0.13842532840411023,6.140363258217163,138.41681359634927,1113.8430909879385,19163.48475703567,5281.640054923897
232,0.21633387059183254,1.219240608708464,314.59290461656,1113.8430909879385,19163.48475703567,5281.640054923897
233,0.2001790566101269,8.880334549171723,135.29915295850194,1113.8430909879385,19163.48475703567,5281.640054923897
234,0.14794841514598972,15.882826944552193,73.02779507148169,1113.8430909879385,19163.48475703567,5281.640054923897
235,0.1254978909907431,5.929888607507113,169.5795664834907,1113.8430909879385,19163.48475703567,5281.640054923897
236,0.24313075659470262,2.176386790521524,51.21543796166715,1113.8430909879385,19163.48475703567,5281.640054923897
237,0.2264328495812231,6.0436467456990695,134.49707917345214,1113.8430909879385,19163.48475703567,5281.640054923897
238,0.12678505255353667,1.11654846383089,214.6393612645948,1113.8430909879385,19163.48475703567,5281.640054923897
239,0.11471137448472815,8.36092748708721,52.976536939184015,1113.8430909879385,19163.48475703567,5281.640054923897
240,0.2428990141174286,15.11825665010836,133.96469783351114,1113.8430909879385,19163.48475703567,5281.640054923897
241,0.22259341409600408,5.64801192269483,219.67252769285938,1113.8430909879385,19163.48475703567,5281.640054923897
242,0.13241338732168198,2.317433120620851,70.02700408973129,1113.8430909879385,19163.48475703567,5281.640054923897
243,0.10204719284983675,5.569203055430741,107.31238522993144,1113.8430909879385,19163.48475703567,5281.640054923897
244,0.24417911790181393,1.255370893098478,208.32560616960043,1113.8430909879385,19163.48475703567,5281.640054923897
245,0.21630579466740985,8.105120433600675,89.69480071768415,1113.8430909879385,19163.48475703567,5281.640054923897
246,0.12349576492135887,15.028879771326963,79.51256145895846,1113.8430909879385,19163.48475703567,5281.640054923897
247,0.09189017223391648,5.503368859463685,142.4723670109098,1113.8430909879385,19163.48475703567,5281.640054923897
248,0.26957233133582514,2.7108332248843214,56.29260146049824,1113.8430909879385,19163.48475703567,5281.640054923897
249,0.22311642852288546,6.872078117278133,88.96587230197964,1113.8430909879385,19163.48475703567,5281.640054923897
250,0.12192938695168175,2.57528412240447,148.20926717694473,1113.8430909879385,19163.48475703567,5281.640054923897
251,0.0874755875075429,5.830131185272245,44.57040139075026,1113.8430909879385,19163.48475703567,5281.640054923897
252,0.25919108795480267,10.920999874198596,105.91390282319773,1113.8430909879385,19163.48475703567,5281.640054923897
253,0.22109970320323066,4.479766434816265,180.60255488336384,1113.8430909879385,19163.48475703567,5281.640054923897
254,0.09422745425263995,4.436605108555994,65.29329424392279,1113.8430909879385,19163.48475703567,5281.640054923897
255,0.0711020911593827,9.790291419435805,64.08279508039631,1113.8430909879385,19163.48475703567,5281.640054923897
256,0.2708588222985215,5.008619230327633,111.60463670517478,1113.8430909879385,19163.48475703567,5281.640054923897
257,0.24196073588005146,3.727426976865701,33.07211226490271,1113.8430909879385,19163.48475703567,5281.640054923897
258,0.0769695519643957,7.983111513694604,95.85350058905145,1113.8430909879385,19163.48475703567,5281.640054923897
259,0.08317880364519398,3.9734859286664665,158.7610425624586,1113.8430909879385,19163.48475703567,5281.640054923897
260,0.25998045150721605,5.278415076448004,62.26705636986816,1113.8430909879385,19163.48475703567,5281.640054923897
261,0.20403067004547965,10.477070449000369,59.90666924222083,1113.8430909879385,19163.48475703567,5281.640054923897
262,0.16759928681750125,5.885438106014544,110.1041818071587,1113.8430909879385,19163.48475703567,5281.640054923897
263,0.12119876367994113,4.467249798133119,29.616551300723547,1113.8430909879385,19163.48475703567,5281.640054923897
264,0.19802518964640276,9.823442978893159,111.97933674684633,1113.8430909879385,19163.48475703567,5281.640054923897
265,0.14416910991651,6.191329566255188,180.40902760417927,1113.8430909879385,19163.48475703567,5281.640054923897
266,0.18564144512877112,5.632120009889843,94.15538856086607,1113.8430909879385,19163.48475703567,5281.640054923897
