step,L2_loss,H1_loss,H2_loss,max_cond_L2,max_cond_H1,max_cond_H2
0,18.740383011540473,488.40740680296693,11472.085809611146,4355.703873026474,769.8796647889808,124038.3402767956
1,16.677077925496334,310.63895277327475,5738.743879515158,4355.703873026474,769.8796647889808,124038.3402767956
2,12.174143850666374,224.93242405933086,3627.463899756691,4355.703873026474,769.8796647889808,124038.3402767956
3,7.61701073429915,154.23993741166126,3051.4659445305806,4355.703873026474,769.8796647889808,124038.3402767956
4,6.49744720882773,127.41096807375928,2449.5407289393374,4355.703873026474,769.8796647889808,124038.3402767956
5,4.964537923521408,103.47669158825225,1841.354917705643,4355.703873026474,769.8796647889808,124038.3402767956
6,3.7812820378007785,81.74734974465903,1681.2450911954415,4355.703873026474,769.8796647889808,124038.3402767956
7,3.1530033214851323,79.21075856814736,1371.0848837892374,4355.703873026474,769.8796647889808,124038.3402767956
8,2.5009276661286233,59.17167982949334,1274.7931442863692,4355.703873026474,769.8796647889808,124038.3402767956
9,1.9428015612023297,52.99560863439824,1172.8149811106891,4355.703873026474,769.8796647889808,124038.3402767956
10,1.9061749212001233,45.91507187557373,1015.9193168049487,4355.703873026474,769.8796647889808,124038.3402767956
11,1.2612217267980068,32.03862465822353,853.6357714481766,4355.703873026474,769.8796647889808,124038.3402767956
12,1.4073709311194376,36.57807766156478,693.8109768264268,4355.703873026474,769.8796647889808,124038.3402767956
13,1.42088182857209,35.32382303609314,581.4543475031152,4355.703873026474,769.8796647889808,124038.3402767956
14,0.7852815984566562,25.01432184694488,544.6150552112521,4355.703873026474,769.8796647889808,124038.3402767956
15,0.6967003030627004,24.75689836811033,477.72131259356115,4355.703873026474,769.8796647889808,124038.3402767956
16,0.9400612250751518,29.945243213344426,374.5252507796503,4355.703873026474,769.8796647889808,124038.3402767956
17,0.5061742401728446,20.592310299666465,377.8408848323634,4355.703873026474,769.8796647889808,124038.3402767956
18,0.22280051765589978,13.779134010675811,318.1793351503458,4355.703873026474,769.8796647889808,124038.3402767956
19,0.275363795312528,13.924029160111802,293.7540020661053,4355.703873026474,769.8796647889808,124038.3402767956
20,0.22729174718391157,9.410013237173162,231.29161924957927,4355.703873026474,769.8796647889808,124038.3402767956
21,0.26084712895072737,10.450162709825188,194.74682596410236,4355.703873026474,769.8796647889808,124038.3402767956
22,0.21061947534384448,10.084203558453375,165.70969803430853,4355.703873026474,769.8796647889808,124038.3402767956
23,0.308345148669808,5.414779470357124,136.10326055334767,4355.703873026474,769.8796647889808,124038.3402767956
24,0.2529191807940766,8.475323482473762,99.74802415386726,4355.703873026474,769.8796647889808,124038.3402767956
25,0.30713194148414136,10.667306238468285,167.97605460945823,4355.703873026474,769.8796647889808,124038.3402767956
26,0.42125902365376466,6.384968884236541,148.16243291899258,4355.703873026474,769.8796647889808,124038.3402767956
27,0.4887736084233062,4.314196687294472,106.21543714392018,4355.703873026474,769.8796647889808,124038.3402767956
28,0.32087668945276293,7.594534798920208,122.94833608019607,4355.703873026474,769.8796647889808,124038.3402767956
29,0.16683326671420562,4.731137678350829,92.86744255337832,4355.703873026474,769.8796647889808,124038.3402767956
30,0.19091743742295664,3.2750985950616633,127.71454982345179,4355.703873026474,769.8796647889808,124038.3402767956
