step,L2_loss,H1_loss,H2_loss,max_cond_L2,max_cond_H1,max_cond_H2
0,22.334739161648645,509.6323429555533,9920.227502134921,2349.4472700406595,14769.42837042676,3550.84833259683
1,21.717154542924725,337.7247598220634,4001.6857308491362,2349.4472700406595,14769.42837042676,3550.84833259683
2,15.668360684086652,256.1875974740802,3260.4260780357395,2349.4472700406595,14769.42837042676,3550.84833259683
3,11.776406992180721,181.00186306136487,2327.9085718309825,2349.4472700406595,14769.42837042676,3550.84833259683
4,9.776299224908087,136.1506981839521,2255.6572010528976,2349.4472700406595,14769.42837042676,3550.84833259683
5,7.271064635747835,99.66411941619864,2119.272740702058,2349.4472700406595,14769.42837042676,3550.84833259683
6,6.106436039524284,90.0275840264716,1689.5291940274046,2349.4472700406595,14769.42837042676,3550.84833259683
7,4.562519486077059,83.70313147340899,1709.9396577569535,2349.4472700406595,14769.42837042676,3550.84833259683
8,3.2247200556458075,63.973593169302646,1742.1931484643574,2349.4472700406595,14769.42837042676,3550.84833259683
9,2.6512134977399664,70.66988697259802,1300.5790403282126,2349.4472700406595,14769.42837042676,3550.84833259683
10,2.600249218812741,68.96715014262706,933.2250706229755,2349.4472700406595,14769.42837042676,3550.84833259683
11,1.2556651701991561,47.626924506341396,891.5786328367897,2349.4472700406595,14769.42837042676,3550.84833259683
12,0.9847766757691152,38.133141190387505,794.6810334639509,2349.4472700406595,14769.42837042676,3550.84833259683
13,1.209784246261689,41.25423097984745,578.987202222527,2349.4472700406595,14769.42837042676,3550.84833259683
14,0.597592686221985,33.12957112024867,606.8411120659904,2349.4472700406595,14769.42837042676,3550.84833259683
15,1.1264812555902102,22.365607335980254,636.7368061393888,2349.4472700406595,14769.42837042676,3550.84833259683
16,1.9284276198311854,23.40000081544627,480.2393770923241,2349.4472700406595,14769.42837042676,3550.84833259683
17,1.2127051095867751,21.896915919017186,308.89560986080687,2349.4472700406595,14769.42837042676,3550.84833259683
18,1.0357579482051869,20.326352170822343,363.66734495803803,2349.4472700406595,14769.42837042676,3550.84833259683
19,1.412023146428744,19.213887856657685,440.02248461315924,2349.4472700406595,14769.42837042676,3550.84833259683
20,1.0410575256874628,14.734930859089967,347.4292166380886,2349.4472700406595,14769.42837042676,3550.84833259683
21,0.9739818502279703,13.013537444249886,222.50950796426835,2349.4472700406595,14769.42837042676,3550.84833259683
22,0.9101115689023825,9.212499331171188,280.22691920407834,2349.4472700406595,14769.42837042676,3550.84833259683
23,0.5026967672172301,8.890924175842212,298.7693621315375,2349.4472700406595,14769.42837042676,3550.84833259683
24,0.79806500778312,8.88854563995815,176.02873203105253,2349.4472700406595,14769.42837042676,3550.84833259683
25,0.995414895730456,6.649421538815522,95.87264930589691,2349.4472700406595,14769.42837042676,3550.84833259683
26,0.5402100061788034,5.7250668761557595,130.84405992911,2349.4472700406595,14769.42837042676,3550.84833259683
27,0.3439878690841563,4.639326493164267,113.71828341847339,2349.4472700406595,14769.42837042676,3550.84833259683
28,0.35953058764465085,3.0493128587821605,75.07367482676221,2349.4472700406595,14769.42837042676,3550.84833259683
29,0.2489882692827732,4.483020940083231,80.75604579321407,2349.4472700406595,14769.42837042676,3550.84833259683
30,0.38780272581184067,4.6173006375169265,65.14893836830633,2349.4472700406595,14769.42837042676,3550.84833259683
31,0.450293759137797,4.66061755125336,63.76689860237542,2349.4472700406595,14769.42837042676,3550.84833259683
32,0.2765442646736163,3.793638073569376,69.13370206646432,2349.4472700406595,14769.42837042676,3550.84833259683
33,0.3712601667554078,5.34254558651461,44.16496230886828,2349.4472700406595,14769.42837042676,3550.84833259683
34,0.6767509322649037,6.026683723197695,57.333540668240886,2349.4472700406595,14769.42837042676,3550.84833259683
